item_idx,item_id,title,description,text,language,difficulty,theme,software,job,type,duration
861,353,Conseils d'utilisation d'Excel Online - Partie 2,"Découvrez comment utiliser Excel Online sur Microsoft 365 pour créer et modifier des feuilles de calcul en ligne.<br>Cette vidéo présente les fonctionnalités clés d'Excel Online, notamment l'historique de documents, l'accès aux modèles et documents vierges, la recherche de documents, la personnalisation de votre feuille de calcul et le partage de documents avec vos collaborateurs.<br>Obtenez des conseils pratiques pour optimiser votre utilisation d'Excel Online et améliorer votre productivité grâce à Microsoft 365. Les tags associés sont Microsoft 365, Excel Online, historique de documents, astuces pratiques et productivité.","Conseils d'utilisation d'Excel Online - Partie 2 [SEP] Découvrez comment utiliser Excel Online sur Microsoft 365 pour créer et modifier des feuilles de calcul en ligne.<br>Cette vidéo présente les fonctionnalités clés d'Excel Online, notamment l'historique de documents, l'accès aux modèles et documents vierges, la recherche de documents, la personnalisation de votre feuille de calcul et le partage de documents avec vos collaborateurs.<br>Obtenez des conseils pratiques pour optimiser votre utilisation d'Excel Online et améliorer votre productivité grâce à Microsoft 365. Les tags associés sont Microsoft 365, Excel Online, historique de documents, astuces pratiques et productivité.",fr,,Produire,Microsoft 365,"Finance, Marketing",tutoriel,160.0
862,354,Présentation générale site équipe,"Découvrez comment utiliser Office.com dans Microsoft 365 pour accéder à toutes les applications en ligne et gérer vos documents et informations.<br>Cette vidéo présente les fonctionnalités clés du site, telles que la recherche de documents, la personnalisation de votre espace de travail et la modification de votre profil.<br>Obtenez des conseils pratiques pour optimiser votre utilisation d'Office.com et améliorer votre productivité grâce à Microsoft 365. Les tags associés sont Microsoft 365, Office.com, astuces pratiques et productivité.","Présentation générale site équipe [SEP] Découvrez comment utiliser Office.com dans Microsoft 365 pour accéder à toutes les applications en ligne et gérer vos documents et informations.<br>Cette vidéo présente les fonctionnalités clés du site, telles que la recherche de documents, la personnalisation de votre espace de travail et la modification de votre profil.<br>Obtenez des conseils pratiques pour optimiser votre utilisation d'Office.com et améliorer votre productivité grâce à Microsoft 365. Les tags associés sont Microsoft 365, Office.com, astuces pratiques et productivité.",fr,1 - Découverte,Découvrir,,"Assistante, Chef de projet, Communication, Comptabilité, Finance, Marketing, Ressources Humaines",tutoriel,122.0
863,35409,Comment Windows 10 porte les usages Office 365,"Découvrez comment Windows 10 améliore l'utilisation d'Office 365 dans cette vidéo de Microsoft 365. Cette vidéo met en avant les avantages de Windows 10 en termes de sécurité et de compatibilité avec Office 365. Obtenez des conseils pratiques pour utiliser les outils de communication centralisés de Microsoft Teams pour organiser votre équipe, ainsi que les logiciels Office tels que Word, Excel et PowerPoint pour renforcer la créativité et la collaboration.<br>OneDrive vous permet également de stocker vos documents dans le cloud en toute sécurité et de les partager avec vos collègues en temps réel.<br>Restez productif et connecté où que vous soyez sur n'importe quel appareil grâce à Microsoft 365. Les tags associés sont Microsoft 365, Windows 10, Office 365, sécurité, collaboration et tutoriel.","Comment Windows 10 porte les usages Office 365 [SEP] Découvrez comment Windows 10 améliore l'utilisation d'Office 365 dans cette vidéo de Microsoft 365. Cette vidéo met en avant les avantages de Windows 10 en termes de sécurité et de compatibilité avec Office 365. Obtenez des conseils pratiques pour utiliser les outils de communication centralisés de Microsoft Teams pour organiser votre équipe, ainsi que les logiciels Office tels que Word, Excel et PowerPoint pour renforcer la créativité et la collaboration.<br>OneDrive vous permet également de stocker vos documents dans le cloud en toute sécurité et de les partager avec vos collègues en temps réel.<br>Restez productif et connecté où que vous soyez sur n'importe quel appareil grâce à Microsoft 365. Les tags associés sont Microsoft 365, Windows 10, Office 365, sécurité, collaboration et tutoriel.",fr,,,,,webcast,1512.0
864,355,Créer et stocker des documents dans Office 365,"Découvrez comment utiliser les outils de stockage Cloud de Microsoft 365, notamment OneDrive et SharePoint, pour stocker et collaborer sur des documents en ligne.<br>Cette formation présente les fonctionnalités clés de chaque outil, les bonnes pratiques de gestion de fichiers, la sécurité et la confidentialité des documents, ainsi que les nouveautés de SharePoint.<br>Obtenez des conseils pratiques pour choisir le bon outil en fonction de vos besoins et améliorer votre productivité grâce à Microsoft 365. Les tags associés sont Microsoft 365, OneDrive, SharePoint, stockage Cloud, astuces pratiques et productivité.","Créer et stocker des documents dans Office 365 [SEP] Découvrez comment utiliser les outils de stockage Cloud de Microsoft 365, notamment OneDrive et SharePoint, pour stocker et collaborer sur des documents en ligne.<br>Cette formation présente les fonctionnalités clés de chaque outil, les bonnes pratiques de gestion de fichiers, la sécurité et la confidentialité des documents, ainsi que les nouveautés de SharePoint.<br>Obtenez des conseils pratiques pour choisir le bon outil en fonction de vos besoins et améliorer votre productivité grâce à Microsoft 365. Les tags associés sont Microsoft 365, OneDrive, SharePoint, stockage Cloud, astuces pratiques et productivité.",fr,"1 - Découverte, 2 - Intermédiaire","Produire, S'organiser",,"Assistante, Chef de projet, Communication, Comptabilité, Finance, Marketing, Ressources Humaines",tutoriel,88.0
865,356,Collaborer sur des documents Office dans Office Online,"Découvrez comment travailler en toute sécurité à plusieurs sur un document grâce aux solutions Microsoft 365. Enregistrez le document sur le cloud, puis partagez-le avec vos collaborateurs.<br>Des indicateurs sur le bouton partager affichent les noms des personnes qui affichent ou modifient le document.<br>Obtenez des conseils pratiques pour résoudre les conflits de modifications et améliorer votre productivité grâce à Microsoft 365. Les tags associés sont Microsoft 365, collaboration en ligne, partage de documents, astuces pratiques et productivité.","Collaborer sur des documents Office dans Office Online [SEP] Découvrez comment travailler en toute sécurité à plusieurs sur un document grâce aux solutions Microsoft 365. Enregistrez le document sur le cloud, puis partagez-le avec vos collaborateurs.<br>Des indicateurs sur le bouton partager affichent les noms des personnes qui affichent ou modifient le document.<br>Obtenez des conseils pratiques pour résoudre les conflits de modifications et améliorer votre productivité grâce à Microsoft 365. Les tags associés sont Microsoft 365, collaboration en ligne, partage de documents, astuces pratiques et productivité.",fr,1 - Découverte,"Collaborer, Partager",,"Assistante, Chef de projet, Communication, Comptabilité, Finance, Marketing, Ressources Humaines",tutoriel,74.0
866,357,Afficher les fichiers," Découvrez comment mettre en évidence visuellement certains fichiers dans Microsoft 365 pour faciliter leur repérage.<br>Cette vidéo présente les fonctionnalités clés de la plateforme, telles que la personnalisation de la vue des fichiers, la création de favoris et l'utilisation de balises.<br>Obtenez des conseils pratiques pour optimiser votre utilisation de Microsoft 365 et améliorer votre productivité.<br>Les tags associés sont Microsoft 365, fichiers, organisation, astuces pratiques et productivité.","Afficher les fichiers [SEP]  Découvrez comment mettre en évidence visuellement certains fichiers dans Microsoft 365 pour faciliter leur repérage.<br>Cette vidéo présente les fonctionnalités clés de la plateforme, telles que la personnalisation de la vue des fichiers, la création de favoris et l'utilisation de balises.<br>Obtenez des conseils pratiques pour optimiser votre utilisation de Microsoft 365 et améliorer votre productivité.<br>Les tags associés sont Microsoft 365, fichiers, organisation, astuces pratiques et productivité.",fr,1 - Découverte,S'organiser,,"Assistante, Chef de projet, Communication, Comptabilité, Finance, Marketing, Ressources Humaines",tutoriel,57.0
867,358,Mettre à jour votre profil," Découvrez comment mettre à jour votre profil sur Microsoft 365 pour permettre à vos collègues de mieux vous connaître.<br>Cette vidéo présente les fonctionnalités clés de la page de profil, telles que la personnalisation des informations de contact, la vue de votre calendrier Outlook et la section ""À propos de moi"" pour ajouter des informations supplémentaires.<br>Obtenez des conseils pratiques pour personnaliser votre profil en fonction des autorisations de votre entreprise et améliorer votre visibilité sur la plateforme.<br>Les tags associés sont Microsoft 365, profil utilisateur, personnalisation, astuces pratiques et visibilité.","Mettre à jour votre profil [SEP]  Découvrez comment mettre à jour votre profil sur Microsoft 365 pour permettre à vos collègues de mieux vous connaître.<br>Cette vidéo présente les fonctionnalités clés de la page de profil, telles que la personnalisation des informations de contact, la vue de votre calendrier Outlook et la section ""À propos de moi"" pour ajouter des informations supplémentaires.<br>Obtenez des conseils pratiques pour personnaliser votre profil en fonction des autorisations de votre entreprise et améliorer votre visibilité sur la plateforme.<br>Les tags associés sont Microsoft 365, profil utilisateur, personnalisation, astuces pratiques et visibilité.",fr,1 - Découverte,,,"Chef de projet, Communication, Comptabilité, Finance, Marketing, Ressources Humaines",tutoriel,121.0
868,359,Mettre à jour les paramètres de confidentialité de votre profil,"Découvrez comment gérer les paramètres de confidentialité de votre profil sur Microsoft 365 pour contrôler les informations visibles par vos collègues.<br>Cette vidéo présente les fonctionnalités clés de la gestion des autorisations et de la visibilité des informations sur votre page de profil.<br>Obtenez des conseils pratiques pour personnaliser vos paramètres de confidentialité en fonction des restrictions de votre entreprise et améliorer la sécurité de vos informations personnelles.<br>Les tags associés sont Microsoft 365, profil utilisateur, confidentialité, astuces pratiques et sécurité.","Mettre à jour les paramètres de confidentialité de votre profil [SEP] Découvrez comment gérer les paramètres de confidentialité de votre profil sur Microsoft 365 pour contrôler les informations visibles par vos collègues.<br>Cette vidéo présente les fonctionnalités clés de la gestion des autorisations et de la visibilité des informations sur votre page de profil.<br>Obtenez des conseils pratiques pour personnaliser vos paramètres de confidentialité en fonction des restrictions de votre entreprise et améliorer la sécurité de vos informations personnelles.<br>Les tags associés sont Microsoft 365, profil utilisateur, confidentialité, astuces pratiques et sécurité.",fr,"1 - Découverte, 2 - Intermédiaire",Personnaliser,,"Assistante, Chef de projet, Communication, Finance, Marketing",tutoriel,102.0
869,36,Organiser la prochaine réunion d’équipe,"Découvrez comment organiser facilement votre prochaine réunion d'équipe avec Microsoft 365. Cette vidéo présente les fonctionnalités clés d'Outlook pour la planification de réunions, la consultation de la disponibilité des collaborateurs et l'envoi d'invitations.<br>Apprenez à utiliser l'assistant de planification pour trouver le créneau horaire idéal et à consulter les réponses des participants.<br>Cette formation est destinée aux professionnels souhaitant comprendre les bases de l'utilisation d'Outlook dans leur domaine.<br>Les tags associés sont Microsoft 365, Outlook, réunions d'équipe et astuces pratiques.","Organiser la prochaine réunion d’équipe [SEP] Découvrez comment organiser facilement votre prochaine réunion d'équipe avec Microsoft 365. Cette vidéo présente les fonctionnalités clés d'Outlook pour la planification de réunions, la consultation de la disponibilité des collaborateurs et l'envoi d'invitations.<br>Apprenez à utiliser l'assistant de planification pour trouver le créneau horaire idéal et à consulter les réponses des participants.<br>Cette formation est destinée aux professionnels souhaitant comprendre les bases de l'utilisation d'Outlook dans leur domaine.<br>Les tags associés sont Microsoft 365, Outlook, réunions d'équipe et astuces pratiques.",fr,1 - Découverte,"Collaborer, Communiquer",Outlook,"Assistante, Chef de projet, Communication, Comptabilité, Finance, Marketing",cas_usage,174.0
870,360,Mettre à jours vos paramètres de confidentialité pour le flux d'actualité,"Découvrez comment mettre à jour vos paramètres de confidentialité pour le flux d'actualité sur Microsoft 365 afin de contrôler les informations partagées avec vos collègues.<br>Cette vidéo présente les fonctionnalités clés de la gestion des autorisations et de la visibilité des publications sur votre flux d'actualité.<br>Obtenez des conseils pratiques pour personnaliser vos paramètres de confidentialité en fonction des restrictions de votre entreprise et améliorer la sécurité de vos informations personnelles.<br>Les tags associés sont Microsoft 365, flux d'actualité, confidentialité, astuces pratiques et sécurité.","Mettre à jours vos paramètres de confidentialité pour le flux d'actualité [SEP] Découvrez comment mettre à jour vos paramètres de confidentialité pour le flux d'actualité sur Microsoft 365 afin de contrôler les informations partagées avec vos collègues.<br>Cette vidéo présente les fonctionnalités clés de la gestion des autorisations et de la visibilité des publications sur votre flux d'actualité.<br>Obtenez des conseils pratiques pour personnaliser vos paramètres de confidentialité en fonction des restrictions de votre entreprise et améliorer la sécurité de vos informations personnelles.<br>Les tags associés sont Microsoft 365, flux d'actualité, confidentialité, astuces pratiques et sécurité.",fr,3 - Avancé,Personnaliser,,"Assistante, Chef de projet, Communication, Comptabilité, Finance, Marketing, Ressources Humaines",tutoriel,129.0
871,360997,Formation Microsoft Lists - Créez des listes intelligentes,"Découvrez comment créer et optimiser des listes intelligentes avec Microsoft Lists dans la formation ""Formation Microsoft Lists - Créez des listes intelligentes"".<br>Cette formation est idéale pour les utilisateurs souhaitant améliorer l'utilisation de listes de données en ligne dans un contexte professionnel avec Microsoft 365. Vous apprendrez à structurer les éléments dans une interface conviviale, à personnaliser les affichages, à gérer des alertes et à intégrer les listes avec Microsoft Teams.<br>En utilisant Microsoft Lists, vous pourrez suivre les informations utiles dans votre travail quotidien, personnaliser vos listes avec des formats conditionnels, et collaborer efficacement avec vos collègues.<br>Ne manquez pas cette opportunité d'optimiser votre gestion de données avec Microsoft Lists dans Microsoft 365.","Formation Microsoft Lists - Créez des listes intelligentes [SEP] Découvrez comment créer et optimiser des listes intelligentes avec Microsoft Lists dans la formation ""Formation Microsoft Lists - Créez des listes intelligentes"".<br>Cette formation est idéale pour les utilisateurs souhaitant améliorer l'utilisation de listes de données en ligne dans un contexte professionnel avec Microsoft 365. Vous apprendrez à structurer les éléments dans une interface conviviale, à personnaliser les affichages, à gérer des alertes et à intégrer les listes avec Microsoft Teams.<br>En utilisant Microsoft Lists, vous pourrez suivre les informations utiles dans votre travail quotidien, personnaliser vos listes avec des formats conditionnels, et collaborer efficacement avec vos collègues.<br>Ne manquez pas cette opportunité d'optimiser votre gestion de données avec Microsoft Lists dans Microsoft 365.",fr,,,Lists,,webcast,
872,361,Ajouter aux bibliothèques,"Découvrez comment ajouter des éléments à une bibliothèque de documents sur Microsoft 365. Cette vidéo présente les différentes méthodes pour télécharger des fichiers ou dossiers, ainsi que la création de nouveaux documents directement depuis la bibliothèque.<br>Obtenez des conseils pratiques pour organiser votre espace de stockage en créant des dossiers et en personnalisant les noms de fichiers.<br>Les tags associés sont Microsoft 365, bibliothèque de documents, téléchargement, astuces pratiques et organisation.","Ajouter aux bibliothèques [SEP] Découvrez comment ajouter des éléments à une bibliothèque de documents sur Microsoft 365. Cette vidéo présente les différentes méthodes pour télécharger des fichiers ou dossiers, ainsi que la création de nouveaux documents directement depuis la bibliothèque.<br>Obtenez des conseils pratiques pour organiser votre espace de stockage en créant des dossiers et en personnalisant les noms de fichiers.<br>Les tags associés sont Microsoft 365, bibliothèque de documents, téléchargement, astuces pratiques et organisation.",fr,1 - Découverte,S'organiser,,"Assistante, Chef de projet, Communication, Comptabilité, Finance, Marketing, Ressources Humaines",tutoriel,74.0
873,361919,Comment autoriser Klaxoon en tant qu'application dans Teams ?,"Découvrez comment autoriser l'application Klaxoon dans Microsoft Teams pour une utilisation professionnelle dans la solution Microsoft 365. Dans cette vidéo, vous apprendrez comment vérifier si votre organisation bloque l'utilisation de Klaxoon, comment demander l'autorisation à votre administrateur Microsoft 365 et comment effectuer la modification dans le centre d'administration de Microsoft Teams.<br>En autorisant Klaxoon, vous permettrez aux utilisateurs de votre organisation de rechercher, se connecter et utiliser Klaxoon au sein des équipes Microsoft Teams et lors des réunions.<br>Suivez ces étapes simples pour intégrer Klaxoon à votre environnement de travail et améliorer votre productivité.","Comment autoriser Klaxoon en tant qu'application dans Teams ? [SEP] Découvrez comment autoriser l'application Klaxoon dans Microsoft Teams pour une utilisation professionnelle dans la solution Microsoft 365. Dans cette vidéo, vous apprendrez comment vérifier si votre organisation bloque l'utilisation de Klaxoon, comment demander l'autorisation à votre administrateur Microsoft 365 et comment effectuer la modification dans le centre d'administration de Microsoft Teams.<br>En autorisant Klaxoon, vous permettrez aux utilisateurs de votre organisation de rechercher, se connecter et utiliser Klaxoon au sein des équipes Microsoft Teams et lors des réunions.<br>Suivez ces étapes simples pour intégrer Klaxoon à votre environnement de travail et améliorer votre productivité.",fr,1 - Découverte,Collaborer,Teams et Klaxoon,,tutoriel,112.0
874,361920,Comment intégrer Klaxoon dans un canal Teams ?,"Découvrez comment intégrer facilement Klaxoon dans un canal Teams pour optimiser votre travail en équipe.<br>Dans la vidéo ""Comment intégrer Klaxoon dans un canal Teams"", vous apprendrez à ajouter un nouvel onglet Klaxoon à votre canal, vous connecter à votre profil Klaxoon et accéder à vos éléments sauvegardés.<br>Vous pourrez ensuite choisir l'activité dont vous avez besoin et collaborer avec les membres de votre équipe.<br>Que ce soit lors de réunions en direct ou en mode asynchrone, cette intégration vous permettra de travailler de manière efficace et synchronisée.<br>Ne manquez pas cette opportunité d'améliorer votre productivité dans Microsoft 365 en découvrant comment intégrer Klaxoon dans un canal Teams.","Comment intégrer Klaxoon dans un canal Teams ? [SEP] Découvrez comment intégrer facilement Klaxoon dans un canal Teams pour optimiser votre travail en équipe.<br>Dans la vidéo ""Comment intégrer Klaxoon dans un canal Teams"", vous apprendrez à ajouter un nouvel onglet Klaxoon à votre canal, vous connecter à votre profil Klaxoon et accéder à vos éléments sauvegardés.<br>Vous pourrez ensuite choisir l'activité dont vous avez besoin et collaborer avec les membres de votre équipe.<br>Que ce soit lors de réunions en direct ou en mode asynchrone, cette intégration vous permettra de travailler de manière efficace et synchronisée.<br>Ne manquez pas cette opportunité d'améliorer votre productivité dans Microsoft 365 en découvrant comment intégrer Klaxoon dans un canal Teams.",fr,1 - Découverte,Collaborer,Teams et Klaxoon,,tutoriel,69.0
875,361921,Comment intégrer Klaxoon directement dans une réunion Teams ?,"Découvrez comment intégrer facilement Klaxoon dans vos réunions Teams dans la vidéo ""Comment intégrer Klaxoon directement dans une réunion Teams"".<br>Cette fonctionnalité vous permet d'ajouter Klaxoon directement lors de la création de votre réunion, évitant ainsi d'envoyer un deuxième lien et vous donnant accès à Klaxoon dès le début de la réunion.<br>Apprenez comment ajouter Klaxoon en utilisant l'onglet ""plus"" dans Teams et en effectuant une recherche.<br>Vous pourrez alors sélectionner une activité préexistante ou en créer une nouvelle.<br>Une fois ajoutée, l'activité apparaîtra dans un nouvel onglet de la réunion Teams, permettant à tous les participants de la voir et de la modifier facilement.<br>Ne manquez pas cette astuce pour une meilleure collaboration lors de vos réunions professionnelles dans Microsoft 365.","Comment intégrer Klaxoon directement dans une réunion Teams ? [SEP] Découvrez comment intégrer facilement Klaxoon dans vos réunions Teams dans la vidéo ""Comment intégrer Klaxoon directement dans une réunion Teams"".<br>Cette fonctionnalité vous permet d'ajouter Klaxoon directement lors de la création de votre réunion, évitant ainsi d'envoyer un deuxième lien et vous donnant accès à Klaxoon dès le début de la réunion.<br>Apprenez comment ajouter Klaxoon en utilisant l'onglet ""plus"" dans Teams et en effectuant une recherche.<br>Vous pourrez alors sélectionner une activité préexistante ou en créer une nouvelle.<br>Une fois ajoutée, l'activité apparaîtra dans un nouvel onglet de la réunion Teams, permettant à tous les participants de la voir et de la modifier facilement.<br>Ne manquez pas cette astuce pour une meilleure collaboration lors de vos réunions professionnelles dans Microsoft 365.",fr,2 - Intermédiaire,Collaborer,Teams et Klaxoon,,tutoriel,98.0
876,361922,Comment ajouter Klaxoon dans une réunion Teams en cours ?,"Découvrez comment ajouter rapidement une activité Klaxoon à une réunion en cours dans Microsoft Teams.<br>Dans la vidéo ""Comment ajouter Klaxoon dans une réunion Teams en cours"", vous apprendrez comment accéder à la conversation de la réunion, ajouter un onglet et rechercher l'application Klaxoon parmi les 800 disponibles.<br>Vous pourrez sélectionner une activité préalablement créée ou en créer une nouvelle directement depuis le site web de Klaxoon.<br>Une fois ajoutée, l'activité apparaîtra dans un nouvel onglet de la réunion Teams, permettant à tous les participants d'y accéder et de la modifier facilement.<br>Cette vidéo est essentielle pour les professionnels utilisant la solution Microsoft 365 et souhaitant intégrer Klaxoon à leurs réunions.<br>Ne manquez pas cette opportunité d'améliorer votre productivité et votre collaboration en ligne.","Comment ajouter Klaxoon dans une réunion Teams en cours ? [SEP] Découvrez comment ajouter rapidement une activité Klaxoon à une réunion en cours dans Microsoft Teams.<br>Dans la vidéo ""Comment ajouter Klaxoon dans une réunion Teams en cours"", vous apprendrez comment accéder à la conversation de la réunion, ajouter un onglet et rechercher l'application Klaxoon parmi les 800 disponibles.<br>Vous pourrez sélectionner une activité préalablement créée ou en créer une nouvelle directement depuis le site web de Klaxoon.<br>Une fois ajoutée, l'activité apparaîtra dans un nouvel onglet de la réunion Teams, permettant à tous les participants d'y accéder et de la modifier facilement.<br>Cette vidéo est essentielle pour les professionnels utilisant la solution Microsoft 365 et souhaitant intégrer Klaxoon à leurs réunions.<br>Ne manquez pas cette opportunité d'améliorer votre productivité et votre collaboration en ligne.",fr,2 - Intermédiaire,Collaborer,Teams et Klaxoon,,tutoriel,76.0
877,361923,Comment lancer une réunion Teams à partir de Klaxoon ?,"Découvrez comment lancer facilement une réunion Teams à partir de Klaxoon dans la vidéo ""Comment lancer une réunion Teams à partir de Klaxoon"".<br>Cette fonctionnalité vous permet de démarrer une conférence vidéo en quelques clics, directement depuis le site Klaxoon.<br>Vous apprendrez comment créer la réunion, obtenir le lien de connexion et inviter vos collaborateurs à rejoindre la conférence.<br>Cette méthode pratique facilite la communication et la collaboration entre les membres de votre équipe, en utilisant les outils Microsoft 365. Ne manquez pas cette opportunité d'optimiser votre travail en ligne et de gagner en productivité.","Comment lancer une réunion Teams à partir de Klaxoon ? [SEP] Découvrez comment lancer facilement une réunion Teams à partir de Klaxoon dans la vidéo ""Comment lancer une réunion Teams à partir de Klaxoon"".<br>Cette fonctionnalité vous permet de démarrer une conférence vidéo en quelques clics, directement depuis le site Klaxoon.<br>Vous apprendrez comment créer la réunion, obtenir le lien de connexion et inviter vos collaborateurs à rejoindre la conférence.<br>Cette méthode pratique facilite la communication et la collaboration entre les membres de votre équipe, en utilisant les outils Microsoft 365. Ne manquez pas cette opportunité d'optimiser votre travail en ligne et de gagner en productivité.",fr,3 - Avancé,Collaborer,Teams et Klaxoon,,tutoriel,76.0
878,361924,Piloter un projet efficacement avec Klaxoon et Teams,"Découvrez comment piloter efficacement un projet avec Klaxoon et Teams dans la vidéo ""Piloter un projet efficacement avec Klaxoon et Teams"".<br>Cette vidéo vous présente comment organiser une réunion de lancement de projet de manière efficace en utilisant Microsoft Teams et Klaxoon.<br>Vous apprendrez comment créer une équipe dans Teams, intégrer un modèle Klaxoon pour préparer l'activité, et utiliser la visioconférence et le board Klaxoon pendant la réunion.<br>Grâce à ces outils complémentaires, vous pourrez optimiser votre organisation, gagner du temps et disposer d'un compte rendu disponible immédiatement après la réunion.<br>Ne manquez pas cette opportunité d'améliorer votre efficacité professionnelle avec Microsoft 365.","Piloter un projet efficacement avec Klaxoon et Teams [SEP] Découvrez comment piloter efficacement un projet avec Klaxoon et Teams dans la vidéo ""Piloter un projet efficacement avec Klaxoon et Teams"".<br>Cette vidéo vous présente comment organiser une réunion de lancement de projet de manière efficace en utilisant Microsoft Teams et Klaxoon.<br>Vous apprendrez comment créer une équipe dans Teams, intégrer un modèle Klaxoon pour préparer l'activité, et utiliser la visioconférence et le board Klaxoon pendant la réunion.<br>Grâce à ces outils complémentaires, vous pourrez optimiser votre organisation, gagner du temps et disposer d'un compte rendu disponible immédiatement après la réunion.<br>Ne manquez pas cette opportunité d'améliorer votre efficacité professionnelle avec Microsoft 365.",fr,2 - Intermédiaire,Collaborer,Teams et Klaxoon,,cas_usage,126.0
879,361925,Créer une carte de départ originale pour un collègue avec Klaxoon,"Découvrez comment créer une carte de départ originale pour un collègue avec Klaxoon dans la vidéo ""Créer une carte de départ originale pour un collègue avec Klaxoon"".<br>En utilisant cette plateforme numérique, vous pourrez écrire des messages personnalisés, ajouter des dessins, des illustrations, des couleurs et même des vidéos pour rendre votre carte unique.<br>Klaxoon offre une liberté d'expression totale et permet à chacun de participer, même à distance.<br>Grâce à cette solution, vous pourrez dire au revoir à votre collègue de manière conviviale et émouvante, même lorsqu'il est impossible de se réunir physiquement.<br>Ne manquez pas cette opportunité de créer une carte de départ mémorable avec Klaxoon.","Créer une carte de départ originale pour un collègue avec Klaxoon [SEP] Découvrez comment créer une carte de départ originale pour un collègue avec Klaxoon dans la vidéo ""Créer une carte de départ originale pour un collègue avec Klaxoon"".<br>En utilisant cette plateforme numérique, vous pourrez écrire des messages personnalisés, ajouter des dessins, des illustrations, des couleurs et même des vidéos pour rendre votre carte unique.<br>Klaxoon offre une liberté d'expression totale et permet à chacun de participer, même à distance.<br>Grâce à cette solution, vous pourrez dire au revoir à votre collègue de manière conviviale et émouvante, même lorsqu'il est impossible de se réunir physiquement.<br>Ne manquez pas cette opportunité de créer une carte de départ mémorable avec Klaxoon.",fr,1 - Découverte,Collaborer,Teams et Klaxoon,,cas_usage,77.0
880,361926,Lancer et animer une réunion à distance avec Klaxoon et Teams,"Découvrez comment lancer et animer efficacement une réunion à distance avec Klaxoon et Teams dans la vidéo ""Lancer et animer une réunion à distance avec Klaxoon et Teams"".<br>Cette formation vous présentera une méthode simple et participative pour organiser vos réunions virtuelles en utilisant Microsoft Teams et Klaxoon.<br>Vous apprendrez à créer une réunion dans Teams, y associer les ressources et supports nécessaires, et utiliser les activités préparées dans Klaxoon.<br>Grâce à ces outils complémentaires, vous pourrez animer votre réunion de manière fluide et interactive, en utilisant des fonctionnalités telles que les quiz et les breakout rooms.<br>Ne manquez pas cette opportunité d'améliorer vos compétences en organisation et animation de réunions à distance.","Lancer et animer une réunion à distance avec Klaxoon et Teams [SEP] Découvrez comment lancer et animer efficacement une réunion à distance avec Klaxoon et Teams dans la vidéo ""Lancer et animer une réunion à distance avec Klaxoon et Teams"".<br>Cette formation vous présentera une méthode simple et participative pour organiser vos réunions virtuelles en utilisant Microsoft Teams et Klaxoon.<br>Vous apprendrez à créer une réunion dans Teams, y associer les ressources et supports nécessaires, et utiliser les activités préparées dans Klaxoon.<br>Grâce à ces outils complémentaires, vous pourrez animer votre réunion de manière fluide et interactive, en utilisant des fonctionnalités telles que les quiz et les breakout rooms.<br>Ne manquez pas cette opportunité d'améliorer vos compétences en organisation et animation de réunions à distance.",fr,2 - Intermédiaire,Collaborer,Teams et Klaxoon,,cas_usage,117.0
881,362,"Renommer, supprimer et restaurer des fichiers"," Découvrez comment renommer, supprimer et restaurer des fichiers sur Microsoft 365. Cette vidéo présente les différentes méthodes pour gérer vos fichiers, y compris la suppression définitive ou la restauration de fichiers supprimés.<br>Obtenez des conseils pratiques pour organiser votre espace de stockage en renommant des fichiers et en les déplaçant dans des dossiers.<br>Les tags associés sont Microsoft 365, gestion de fichiers, suppression, restauration, astuces pratiques et organisation.","Renommer, supprimer et restaurer des fichiers [SEP]  Découvrez comment renommer, supprimer et restaurer des fichiers sur Microsoft 365. Cette vidéo présente les différentes méthodes pour gérer vos fichiers, y compris la suppression définitive ou la restauration de fichiers supprimés.<br>Obtenez des conseils pratiques pour organiser votre espace de stockage en renommant des fichiers et en les déplaçant dans des dossiers.<br>Les tags associés sont Microsoft 365, gestion de fichiers, suppression, restauration, astuces pratiques et organisation.",fr,1 - Découverte,S'organiser,,"Assistante, Chef de projet, Communication, Comptabilité, Finance, Ressources Humaines",tutoriel,69.0
882,363,Partager un document avec une autre personne,"Découvrez comment partager des documents pour la co-création sur Microsoft 365. Cette vidéo présente les fonctionnalités clés pour permettre à plusieurs personnes de travailler sur un même document en temps réel.<br>Obtenez des conseils pratiques pour enregistrer votre document sur OneDrive ou SharePoint, choisir les personnes avec lesquelles vous souhaitez partager le document et autoriser ou non la modification.<br>Les tags associés sont Microsoft 365, co-création, partage de documents, astuces pratiques et collaboration.","Partager un document avec une autre personne [SEP] Découvrez comment partager des documents pour la co-création sur Microsoft 365. Cette vidéo présente les fonctionnalités clés pour permettre à plusieurs personnes de travailler sur un même document en temps réel.<br>Obtenez des conseils pratiques pour enregistrer votre document sur OneDrive ou SharePoint, choisir les personnes avec lesquelles vous souhaitez partager le document et autoriser ou non la modification.<br>Les tags associés sont Microsoft 365, co-création, partage de documents, astuces pratiques et collaboration.",fr,1 - Découverte,Partager,,"Assistante, Chef de projet, Communication, Marketing",tutoriel,59.0
